*** Bundlelist:
Status: 195 bundles in total - all 195 bundles active.

bcpkix (1.60) "bcpkix" [active, 188] 
^http/localhost\.8080/bin/                  [/bin/]       internal
^http/localhost\.9090/bin/                  [/bin/]       internal
  ^http/localhost/assets/       [/content/assets/]       internal
  ^http/localhost/shared/       [/content/shared/]       internal
    ^http/localhost/apps/                 [/apps/]       internal
    ^http/localhost/libs/                 [/libs/]       internal
     ^http/localhost/bin/                  [/bin/]       internal
            ^[^/]+/[^/]+/[/, /content/, /system/docroot/]       internal

Mapping Map Entries
                  Pattern              Replacement       Redirect
^/content/a-tenent/site/assets/[http://local\.tenant\.any/assets/]  external: 302
^/content/ist/composum/assets/[http://local\.composum\.com/assets/, http://local\.composum\:9090/assets/]  external: 302
^/preview/ist/composum/assets/[http://preview\.composum\:9090/assets/]  external: 302
^/public/ist/composum/assets/[http://public\.composum\:9090/assets/]  external: 302
 ^/content/shared/assets/[http://localhost\:8080/assets/shared/, http://local\.composum\.com/assets/shared/, http://local\.tenant\.any/assets/shared/, http://localhost\:9090/assets/shared/, http://local\.composum\:9090/assets/shared/, http://localhost/assets/shared/]  external: 302
 ^/preview/shared/assets/[http://preview\.composum\:9090/assets/shared/]  external: 302
  ^/content/a-tenant/site[http://local\.tenant\.any]  external: 302
  ^/public/shared/assets/[http://public\.composum\:9090/assets/shared/]  external: 302
   ^/content/ist/composum[http://local\.composum\.com, http://local\.composum\:9090]  external: 302
   ^/preview/ist/composum[http://preview\.composum\:9090]  external: 302
    ^/public/ist/composum[http://public\.composum\:9090]  external: 302
        ^/content/assets/[http://localhost\:8080/assets/, http://localhost\:9090/assets/, http://localhost/assets/]  external: 302
        ^/content/shared/[http://localhost\:8080/shared/, http://local\.composum\.com/shared/, http://local\.tenant\.any/shared/, http://localhost\:9090/shared/, http://local\.composum\:9090/shared/, http://localhost/shared/]  external: 302
        ^/preview/shared/[http://preview\.composum\:9090/shared/]  external: 302
        ^/system/docroot/                      [/]       internal
         ^/apps/a-tenant/[http://local\.tenant\.any/apps/]  external: 302
         ^/public/shared/[http://public\.composum\:9090/shared/]  external: 302
           ^/apps/shared/[http://localhost\:8080/apps/shared/, http://preview\.composum\:9090/apps/shared/, http://local\.composum\.com/apps/shared/, http://local\.tenant\.any/apps/shared/, http://localhost\:9090/apps/shared/, http://public\.composum\:9090/apps/shared/, http://local\.composum\:9090/apps/shared/, http://localhost/apps/shared/]  external: 302
              ^/apps/ist/[http://preview\.composum\:9090/apps/, http://local\.composum\.com/apps/, http://public\.composum\:9090/apps/, http://local\.composum\:9090/apps/]  external: 302
               ^/content/                      [/]       internal
                  ^/apps/[http://localhost\:8080/apps/, http://localhost\:9090/apps/, http://localhost/apps/]  external: 302
                  ^/libs/[http://localhost\:8080/libs/, http://preview\.composum\:9090/libs/, http://local\.composum\.com/libs/, http://local\.tenant\.any/libs/, http://localhost\:9090/libs/, http://public\.composum\:9090/libs/, http://local\.composum\:9090/libs/, http://localhost/libs/]  external: 302
                   ^/bin/[http://localhost\:8080/bin/, http://preview\.composum\:9090/bin/, http://local\.composum\.com/bin/, http://local\.tenant\.any/bin/, http://localhost\:9090/bin/, http://public\.composum\:9090/bin/, http://local\.composum\:9090/bin/, http://localhost/bin/]  external: 302

*** Services:
Status: 922 services in total

Service 1 - [org.osgi.service.resolver.Resolver] (pid: n/a)
  from Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
    service.bundleid: 0
    service.scope: singleton

Service 2 - [org.osgi.service.packageadmin.PackageAdmin] (pid: n/a)
  from Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
    service.bundleid: 0
    service.scope: singleton
  Using Bundle 111 - Apache Sling Adapter Manager Implementation (org.apache.sling.adapter), version 2.1.10
  Using Bundle 37 - Apache Felix Web Console Package Admin Service Plugin (org.apache.felix.webconsole.plugins.packageadmin), version 1.0.4
  Using Bundle 119 - Apache Sling Dynamic Class Loader Support (org.apache.sling.commons.classloader), version 1.4.2
  Using Bundle 32 - Apache Felix Web Management Console (org.apache.felix.webconsole), version 4.3.8
  Using Bundle 50 - Apache Felix Declarative Services (org.apache.felix.scr), version 2.1.12
  Using Bundle 25 - Apache Aries JMX Core (org.apache.aries.jmx.core), version 1.1.8

Service 3 - [org.osgi.service.startlevel.StartLevel] (pid: n/a)
  from Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
    service.bundleid: 0
    service.scope: singleton
  Using Bundle 32 - Apache Felix Web Management Console (org.apache.felix.webconsole), version 4.3.8
  Using Bundle 11 - Apache Sling OSGi LogService Implementation (org.apache.sling.commons.logservice), version 1.0.6
  Using Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
  Using Bundle 25 - Apache Aries JMX Core (org.apache.aries.jmx.core), version 1.1.8

Service 4 - [org.osgi.service.url.URLStreamHandlerService] (pid: n/a)
  from Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
    service.bundleid: 0
    service.scope: singleton
    url.handler.protocol: [context]
  Using Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1

Service 5 - [javax.management.MBeanServer] (pid: n/a)
  from Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
    ImplementationName: JMX
    ImplementationVendor: Oracle Corporation
    ImplementationVersion: 11.0.1.6+8-201904021626
    MBeanServerId: Titan.fritz.box_1562335151410
    service.bundleid: 0
    service.scope: singleton
    SpecificationName: Java Management Extensions
    SpecificationVendor: Oracle Corporation
    SpecificationVersion: 1.4
  Using Bundle 25 - Apache Aries JMX Core (org.apache.aries.jmx.core), version 1.1.8
  Using Bundle 26 - Apache Aries Whiteboard support for JMX DynamicMBean services (org.apache.aries.jmx.whiteboard), version 1.2.0
  Using Bundle 77 - Apache Sling Metrics (org.apache.sling.commons.metrics), version 1.2.6
  Using Bundle 68 - Oak Core (org.apache.jackrabbit.oak-core), version 1.8.8

Service 6 - [org.apache.sling.launchpad.api.LaunchpadContentProvider] (pid: n/a)
  from Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
    service.bundleid: 0
    service.scope: singleton
  Using Bundle 16 - Apache Sling Launchpad Installer (org.apache.sling.launchpad.installer), version 1.2.2

Service 7 - [org.apache.sling.launchpad.api.StartupHandler] (pid: n/a)
  from Bundle 0 - System Bundle (org.apache.felix.framework), version 6.0.1
    service.bundleid: 0
    service.scope: singleton
  Using Bundle 16 - Apache Sling Launchpad Installer (org.apache.sling.launchpad.installer), version 1.2.2

Service 8 - [org.apache.sling.settings.SlingSettingsService] (pid: n/a)
  from Bundle 4 - Apache Sling Settings (org.apache.sling.settings), version 1.3.10
    service.bundleid: 4
    service.description: Apache Sling Settings Service
    service.scope: singleton
    service.vendor: The Apache Software Foundation
  Using Bundle 133 - Apache Sling Distributed Event Admin (org.apache.sling.event.dea), version 1.1.2
  Using Bundle 142 - Apache Sling Initial Content Loader (org.apache.sling.jcr.contentloader), version 2.2.6
  Using Bundle 141 - Apache Sling JCR Installer (org.apache.sling.installer.provider.jcr), version 3.1.26
  Using Bundle 177 - Composum Platform Security Bundle (com.composum.platform.security), version 1.0.0.SNAPSHOT
  Using Bundle 129 - Apache Sling Oak-Based Discovery Service (org.apache.sling.discovery.oak), version 1.2.28
  Using Bundle 130 - Apache Sling Discovery Support Bundle (org.apache.sling.discovery.support), version 1.0.4
  Using Bundle 131 - Apache Sling Engine Implementation (org.apache.sling.engine), version 2.6.14
  Using Bundle 128 - Apache Sling Discovery Commons (org.apache.sling.discovery.commons), version 1.0.20
  Using Bundle 132 - Apache Sling Event Support (org.apache.sling.event), version 4.2.12
  Using Bundle 127 - Apache Sling Discovery Base (org.apache.sling.discovery.base), version 2.0.8
  Using Bundle 16 - Apache Sling Launchpad Installer (org.apache.sling.launchpad.installer), version 1.2.2
  Using Bundle 190 - Composum Platform Auth Bundle (com.composum.platform.auth), version 1.0.0.SNAPSHOT
  Using Bundle 6 - Apache Sling File Installer (org.apache.sling.installer.provider.file), version 1.1.0

Service 9 - [org.apache.sling.settings.impl.SlingPropertiesPrinter] (pid: n/a)
  from Bundle 4 - Apache Sling Settings (org.apache.sling.settings), version 1.3.10
    felix.webconsole.configprinter.modes: always
    felix.webconsole.label: slingprops
    felix.webconsole.title: Sling Properties
    service.bundleid: 4
    service.description: Apache Sling Sling Properties Configuration Printer
    service.scope: singleton
    service.vendor: The Apache Software Foundation
  Using Bundle 30 - Apache Felix Inventory (org.apache.felix.inventory), version 1.0.6

Service 10 - [org.apache.sling.settings.impl.SlingSettingsPrinter] (pid: n/a)
  from Bundle 4 - Apache Sling Settings (org.apache.sling.settings), version 1.3.10
    felix.webconsole.configprinter.modes: always
    felix.webconsole.label: slingsettings
    felix.webconsole.title: Sling Settings
    service.bundleid: 4
    service.description: Apache Sling Sling Settings Configuration Printer
    service.scope: singleton
    service.vendor: The Apache Software Foundation
  Using Bundle 30 - Apache Felix Inventory (org.apache.felix.inventory), version 1.0.6

Service 11 - [org.osgi.service.event.EventAdmin] (pid: n/a)
  from Bundle 7 - Apache Felix EventAdmin (org.apache.felix.eventadmin), version 1.5.0
    service.bundleid: 7
    service.scope: bundle
  Using Bundle 111 - Apache Sling Adapter Manager Implementation (org.apache.sling.adapter), version 2.1.10
  Using Bundle 133 - Apache Sling Distributed Event Admin (org.apache.sling.event.dea), version 1.1.2
  Using Bundle 153 - Apache Sling Scripting Core implementation (org.apache.sling.scripting.core), version 2.0.54
  Using Bundle 113 - Apache Sling Authentication Service (org.apache.sling.auth.core), version 1.4.2
  Using Bundle 28 - Apache Felix Http Jetty (org.apache.felix.http.jetty), version 4.0.6
  Using Bundle 34 - Apache Felix Web Console Event Plugin (org.apache.felix.webconsole.plugins.event), version 1.1.8
  Using Bundle 132 - Apache Sling Event Support (org.apache.sling.event), version 4.2.12
  Using Bundle 150 - Apache Sling Resource Resolver (org.apache.sling.resourceresolver), version 1.6.6

Service 12 - [org.osgi.service.cm.ManagedService, org.osgi.service.metatype.MetaTypeProvider] (pid: org.apache.felix.eventadmin.impl.EventAdmin)
  from Bundle 7 - Apache Felix EventAdmin (org.apache.felix.eventadmin), version 1.5.0
    service.bundleid: 7
    service.scope: singleton
  Using Bundle 49 - Apache Felix Metatype Service (org.apache.felix.metatype), version 1.2.2

Service 13 - [org.osgi.service.cm.ManagedService] (pid: org.apache.sling.commons.log.LogManager)
  from Bundle 10 - Apache Sling Commons Log (org.apache.sling.commons.log), version 5.1.10
    service.bundleid: 10
    service.description: LogManager Configuration Admin support
    service.scope: bundle
    service.vendor: The Apache Software Foundation

Service 14 - [org.osgi.service.cm.ManagedServiceFactory] (pid: org.apache.sling.commons.log.LogManager.factory.writer)
  from Bundle 10 - Apache Sling Commons Log (org.apache.sling.commons.log), version 5.1.10
    service.bundleid: 10
    service.description: LogWriter configurator
    service.scope: bundle
    service.vendor: The Apache Software Foundation

Service 15 - [org.osgi.service.cm.ManagedServiceFactory] (pid: org.apache.sling.commons.log.LogManager.factory.config)
  from Bundle 10 - Apache Sling Commons Log (org.apache.sling.commons.log), version 5.1.10
    service.bundleid: 10
    service.description: Logger configurator
    service.scope: bundle
    service.vendor: The Apache Software Foundation

Service 16 - [org.apache.sling.commons.log.logback.webconsole.LogPanel] (pid: n/a)
  from Bundle 10 - Apache Sling Commons Log (org.apache.sling.commons.log), version 5.1.10
    service.bundleid: 10
    service.description: Sling Log Panel Support
    service.scope: singleton
    service.vendor: Apache Software Foundation
  Using Bundle 39 - Apache Sling Log WebConsole (org.apache.sling.commons.log.webconsole), version 1.0.0

Service 17 - [org.apache.sling.commons.log.logback.internal.SlingConfigurationPrinter] (pid: n/a)
  from Bundle 10 - Apache Sling Commons Log (org.apache.sling.commons.log), version 5.1.10
    felix.webconsole.configprinter.modes: always
    felix.webconsole.label: slinglogs
    felix.webconsole.title: Log Files
    service.bundleid: 10
    service.description: Sling Log Configuration Printer
    service.scope: singleton
    service.vendor: Apache Software Foundation
  Using Bundle 30 - Apache Felix Inventory (org.apache.felix.inventory), version 1.0.6
